file_name,source_id,title,source_name,published_at,signal_type_hint,candidate_bucket,recommended_set,confidence_band,manual_review_priority,score_signal,score_noise,score_boundary,reasons,source_url,content_excerpt
incoming_20260324_065.json,incoming_20260324_065,Popular Skyrim mod returns after 9 years with a major update and a full source code release to keep it relevant 'for many years to come',PC Gamer,2026-03-24T00:00:00Z,technical,noise,noise_suppression_candidate,medium,low,1,4,0,hint:technical | missing_game_context | very_short_excerpt,https://www.pcgamer.com/games/rpg/popular-skyrim-mod-returns-after-9-years-with-a-major-update-and-a-full-source-code-release-to-keep-it-relevant-for-many-years-to-come/,SkyUI 6 incorporates several of the mods people have been using in the interim.
incoming_20260324_066.json,incoming_20260324_066,Super Mario Galaxy Movie age-rating accidentally confirms a 20-year-old fan theory,Eurogamer,2026-03-24T00:00:00Z,technical,noise,noise_suppression_candidate,high,low,3,7,2,hint:technical | high_value_entities:nintendo | game_context | noise_patterns:2 | low_information_excerpt | boundary_patterns:1 | truncated_article,https://www.eurogamer.net/super-mario-galaxy-movie-age-rating-accidentally-confirms-a-20-year-fan-theory,"An age-rating for Nintendo's upcoming Super Mario Galaxy Movie might have let slip a major plot point which, if accurate, will finally confirm a fan theory which has been floating about for almost 20 years. Read more"
incoming_20260324_067.json,incoming_20260324_067,Switch 2 demand appears to be flagging as Nintendo reportedly lowers production,Eurogamer,2026-03-24T00:00:00Z,technical,signal,main_baseline_candidate,medium,medium,7,3,4,signal_pattern:market:2 | hint:technical | high_value_entities:nintendo | game_context | low_information_excerpt | boundary_patterns:1 | rumor_or_report_sourcing | truncated_article,https://www.eurogamer.net/switch-2-flagging-nintendo-lowers-production,"Year-one for Nintendo's Switch 2 began brightly , with early, record-breaking sales success. But a new report has suggested demand for Nintendo's newest console is flagging, especially in the US. Read more"
incoming_20260324_068.json,incoming_20260324_068,Tencent's genAI animation tools don't seem to make games more fun,Game Developer,2026-03-24T00:00:00Z,technical,signal,main_baseline_candidate,high,low,9,0,1,signal_pattern:technical:3 | hint:technical | high_value_entities:tencent | game_context | short_excerpt,https://www.gamedeveloper.com/art/tencent-s-genai-animation-tools-don-t-seem-to-make-games-more-fun,"Tencent's generative AI tools shown off at GDC are technically impressive, but do they offer anything for developers?"
incoming_20260324_069.json,incoming_20260324_069,The Best Pokemon Pokopia Builds We've Seen (So Far),GameSpot,2026-03-24T00:00:00Z,technical,signal,main_baseline_candidate,medium,medium,2,0,0,hint:technical | game_context,https://www.gamespot.com/articles/the-best-pokemon-pokopia-builds/1100-6538965/?ftag=CAD-01-10abi2f,"It's been less than a month since Pokopia hit shelves, yet that seems to be all the time the charming Pokemon spin-off needed to take the world--and my Instagram feed--by storm. Whenever I'm not playing Pokopia, I find …"
incoming_20260324_070.json,incoming_20260324_070,The Super Mario Galaxy Movie's Rating May Have Confirmed A Decades-Old Fan Theory,GameSpot,2026-03-24T00:00:00Z,technical,noise,noise_suppression_candidate,medium,low,1,4,2,hint:technical | missing_game_context | noise_patterns:1 | boundary_patterns:1,https://www.gamespot.com/articles/the-super-mario-galaxy-movies-rating-may-have-confirmed-a-decades-old-fan-theory/1100-6538981/?ftag=CAD-01-10abi2f,"The Super Mario Galaxy Movie has been rated PG in the UK, which doesn't seem like a particularly big deal… until you look at the reasons behind the rating. The British Board of Film Classification (BBFC) gave the film a…"
incoming_20260324_071.json,incoming_20260324_071,"""The thing we are trying to stop keeps happening"": Highguard and other high-profile demises keep making the argument for Stop Killing Games",Rock Paper Shotgun,2026-03-24T00:00:00Z,technical,signal,main_baseline_candidate,high,low,4,0,0,hint:technical | game_context | structural_change_keywords,https://www.rockpapershotgun.com/the-thing-we-are-trying-to-stop-keeps-happening-highguard-and-other-high-profile-demises-keep-making-the-argument-for-stop-killing-games,"Having reached the point of making their case to the European parliament, the Stop Killing Games 's organisers are having to think about keeping their campaign going in the long-term. For example, they're setting up set…"
incoming_20260324_072.json,incoming_20260324_072,"There's a new Payday game coming later this year, and it's VR",PC Gamer,2026-03-24T00:00:00Z,technical,boundary,boundary_observation_candidate,low,high,2,0,1,hint:technical | game_context | short_excerpt | promoted_to_boundary_due_to_close_scores,https://www.pcgamer.com/games/vr/theres-a-new-payday-game-coming-later-this-year-and-its-vr/,"Payday: Aces High is being developed by Fast Travel Games, whose previous releases include Cities: VR and Vampire: The Masquerade: Justice."
incoming_20260324_073.json,incoming_20260324_073,"Tycoon god game Sintopia is Black & White above, Dungeon Keeper below, and it's releasing in April",Rock Paper Shotgun,2026-03-24T00:00:00Z,technical,signal,main_baseline_candidate,medium,medium,4,0,2,signal_pattern:technical:1 | hint:technical | game_context | boundary_patterns:1,https://www.rockpapershotgun.com/tycoon-god-game-sintopia-is-black-white-above-dungeon-keeper-below-and-its-releasing-in-april,"Sintopia , the very Bullfroggy strategy management game from developers Piraknights and publishers Team 17, will release on April 16th. I compared this one to The Screwtape Letters back at announcement, but the more obv…"
incoming_20260324_074.json,incoming_20260324_074,Warframe's Next Playable Character Is A Terrifying Rorschach Test That Will Hunt You In New Game Mode,GameSpot,2026-03-24T00:00:00Z,technical,boundary,boundary_observation_candidate,low,high,2,2,0,hint:technical | game_context | noise_patterns:1 | promoted_to_boundary_due_to_noise_tension,https://www.gamespot.com/articles/warframes-next-playable-character-is-a-terrifying-rorschach-test-that-will-hunt-you-in-new-game-mode/1100-6538973/?ftag=CAD-01-10abi2f,"Since 2013, Digital Extremes has built its free-to-play online action game Warframe from an unknown new IP to one of the most successful live-service games on the market, with a legion of dedicated fans logging in every…"
incoming_20260324_075.json,incoming_20260324_075,Zero Parades Makes Failing Fun,GameSpot,2026-03-24T00:00:00Z,technical,signal,main_baseline_candidate,medium,medium,2,0,0,hint:technical | game_context,https://www.gamespot.com/videos/zero-parades-makes-failing-fun/2300-6466787/,"Lucy recently spent some extended time with Zero Parades: For Dead Spies, the upcoming spy CRPG from ZA/UM, creators of Disco Elysium. In the game, failure is a mechanic, and a pretty fun one at that."
incoming_20260324_076.json,incoming_20260324_076,触乐怪话：小岛秀夫的绳与安部公房的棍,ChuApp,2026-03-24T00:00:00Z,technical,noise,noise_suppression_candidate,low,high,1,2,0,hint:technical | missing_game_context,http://www.chuapp.com/article/291261.html,触乐怪话，每天胡侃和游戏有关的屁事、鬼事、新鲜事。 是绳，还是棍？（图/小罗） 多年以前，我第一次打开《死亡搁浅》，开头引用的一段话震撼了我。这段话是这样的： “绳索”与“棍棒”是人类最早发明的两种工具。绳索可以将好东西收归在身边，棍棒则可以抵挡麻烦。两者皆是我们最早的朋友，皆由我们创造。有人的地方，就有绳索与棍棒。 ——摘自安部公房的《绳》 看到这段话时，我的脑海中浮现出了人类进化之初的景象。那时，人类或许尚未完全摆脱茹毛饮血的生活…
incoming_20260325_001.json,incoming_20260325_001,How multiplayer works in Slay the Spire 2,PC Gamer,2026-03-25T00:00:00Z,technical,noise,noise_suppression_candidate,medium,low,1,4,0,hint:technical | missing_game_context | very_short_excerpt,https://www.pcgamer.com/games/roguelike/slay-the-spire-2-multiplayer-co-op/,"No, you don't have to share. Yes, you can all be Ironclad."
incoming_20260325_002.json,incoming_20260325_002,"'Things Are Looking Lukewarm Right Now' — Marathon Has Reportedly Sold Just 1.2 Million So Far, With Steam Making Up 70% of the Player Base",IGN Game News,2026-03-25T00:00:00Z,capital,signal,main_baseline_candidate,high,low,9,0,4,signal_pattern:market:2 | hint:capital | high_value_entities:sony | game_context | boundary_patterns:1 | rumor_or_report_sourcing | concrete_numbers,https://www.ign.com/articles/things-are-looking-lukewarm-right-now-marathon-has-reportedly-sold-just-12-million-so-far-with-steam-making-up-70-of-the-player-base,"Marathon has been out for a few weeks now, and we’ve yet to get an official sales figure. So, how’s it doing? According to one analyst: “Marathon hasn't exactly made the splash Sony and Bungie wanted.”"
incoming_20260325_003.json,incoming_20260325_003,Important lessons from running a successful video game crowdfunding campaign,Game Developer,2026-03-25T00:00:00Z,capital,boundary,boundary_observation_candidate,low,high,2,0,1,hint:capital | game_context | short_excerpt | promoted_to_boundary_due_to_close_scores,https://www.gamedeveloper.com/marketing/important-lessons-from-running-a-successful-video-game-crowdfunding-campaign,"Playable Worlds, Inc's Niina Fujioka shares her experiences running a successful crowdfunding campaign for Stars Reach."
incoming_20260325_004.json,incoming_20260325_004,Infamous World of Warcraft guild exploits its way to a world first in new Midnight raid until Blizzard says its instant 300 million damage doesn't count,PC Gamer,2026-03-25T00:00:00Z,capital,noise,noise_suppression_candidate,low,high,3,4,0,hint:capital | missing_game_context | concrete_numbers | very_short_excerpt,https://www.pcgamer.com/games/world-of-warcraft/infamous-world-of-warcraft-guild-exploits-its-way-to-a-world-first-in-new-midnight-raid-until-blizzard-says-its-instant-300-million-damage-doesnt-count/,This isn't even the first time they've done this.
incoming_20260325_005.json,incoming_20260325_005,Meta And YouTube Lose Social-Media Addiction Lawsuit,GameSpot,2026-03-25T00:00:00Z,capital,signal,main_baseline_candidate,medium,high,8,5,4,signal_pattern:regulatory:2 | hint:capital | high_value_entities:meta | missing_game_context | boundary_patterns:2 | non_game_context | structural_change_keywords,https://www.gamespot.com/articles/meta-and-youtube-lose-social-media-addiction-lawsuit/1100-6539014/?ftag=CAD-01-10abi2f,California jurors have found YouTube and Meta--the latter of which owns social apps like Instagram and Threads--liable in a civil court for getting a young adult woman addicted to social media and impairing her mental h…
incoming_20260325_006.json,incoming_20260325_006,"Pokémon Champions is releasing on Nintendo Switch consoles in early April, but its ""free-to-start"" package raises some questions about its pricing model",Eurogamer,2026-03-25T00:00:00Z,capital,noise,noise_suppression_candidate,medium,low,5,8,1,signal_pattern:capital:1 | hint:capital | high_value_entities:nintendo | game_context | noise_patterns:1 | low_information_excerpt | truncated_article | announcement_style | shallow_announcement_penalty,https://www.eurogamer.net/pokemon-champions-sets-release-date-and-details-free-to-play-model,"2026 has just started, but Pokémon's 30th anniversary has already given us a winner in Pokémon Pokopia , the announcement of Winds & Waves , and even more reveals . But we're not done yet: yesterday, The Pokémon Company…"
incoming_20260325_007.json,incoming_20260325_007,The Ghost In The Shell Legacy Edition Manga Set Is Steeply Discounted Right Now,GameSpot,2026-03-25T00:00:00Z,capital,signal,main_baseline_candidate,medium,medium,2,0,0,hint:capital | game_context,https://www.gamespot.com/articles/the-ghost-in-the-shell-legacy-edition-manga-set-is-steeply-discounted-right-now/1100-6539020/?ftag=CAD-01-10abi2f,"The Ghost in the Shell Legacy Edition Manga Box Set $107 (was $140) See at Amazon Ghost in the Shell is one of the most important franchises in manga and anime. The series began as a manga created by Masamune Shirow, wh…"
incoming_20260325_008.json,incoming_20260325_008,"'Cripple their sales, tank their stock price. Stop collaborating with them as developers': New Blood CEO on fighting against DLSS 5",PC Gamer,2026-03-25T00:00:00Z,market,signal,main_baseline_candidate,high,low,6,2,0,signal_pattern:market:2 | hint:market | game_context | very_short_excerpt,https://www.pcgamer.com/hardware/graphics-cards/cripple-their-sales-tank-their-stock-price-stop-collaborating-with-them-as-developers-new-blood-ceo-on-fighting-against-dlss-5/,DLSS 5 has unleashed a fiery debate among game developers.
incoming_20260325_009.json,incoming_20260325_009,Crimson Desert's Pearl Abyss regains investor confidence as it continues to move beyond launch day woes,Eurogamer,2026-03-25T00:00:00Z,market,noise,noise_suppression_candidate,high,low,1,5,1,hint:market | missing_game_context | low_information_excerpt | short_excerpt | truncated_article,https://www.eurogamer.net/crimson-deserts-pearl-abyss-regains-investor-confidence-as-it-continues-to-move-beyond-launch-day-woes,"After a rocky start, Pearl Abyss and Crimson Desert are regaining some lost confidence from investors. Read more"
incoming_20260325_010.json,incoming_20260325_010,EverQuest Legends Boasts 'All The Magic And Nostalgia of Classic EverQuest' With a Modern Twist,IGN Game News,2026-03-25T00:00:00Z,market,signal,main_baseline_candidate,medium,medium,4,0,1,signal_pattern:market:1 | hint:market | game_context | short_excerpt,https://www.ign.com/articles/everquest-legends-boasts-all-the-magic-and-nostalgia-of-classic-everquest-with-a-modern-twist,"A ""fan-driven collaboration designed to give players a new way"" to play EverQuest is on the way: EverQuest Legends."
incoming_20260325_011.json,incoming_20260325_011,"Investors Are Having a 'Whoopsie' Moment — After 3 Million Sales, Shares in Crimson Desert Dev Pearl Abyss Skyrocket",IGN Game News,2026-03-25T00:00:00Z,market,signal,main_baseline_candidate,high,low,8,0,1,signal_pattern:market:2 | hint:market | game_context | concrete_numbers | announcement_style,https://www.ign.com/articles/investors-are-having-a-whoopsie-moment-after-3-million-sales-shares-in-crimson-desert-dev-pearl-abyss-skyrocket,"Shares in Pearl Abyss, the developer and publisher of Crimson Desert, skyrocketed today after the company announced 3 million sales — addressing a significant stock price collapse that occured around the game’s launch."
incoming_20260325_012.json,incoming_20260325_012,"Magic: The Gathering Marvel Super Heroes Is the Next Crossover Set, and You Can Preorder It Now",GameSpot,2026-03-25T00:00:00Z,market,noise,noise_suppression_candidate,high,high,1,5,1,hint:market | missing_game_context | non_game_context | announcement_style,https://www.gamespot.com/gallery/magic-the-gathering-marvel-super-heroes-is-the-next-crossover-set-and-you-can-preorder-it-now/2900-7636/,"2026 is an unprecedented year in Magic: The Gathering's history, with a record seven mainline sets dropping before year's end. After Secrets of Strixhaven launches in late April, Marvel Super Heroes is this summer's nex…"
incoming_20260325_013.json,incoming_20260325_013,"Marathon may have sold roughly 1.2m copies worldwide, with the majority on Steam rather than PlayStation, according to analyst estimates",Eurogamer,2026-03-25T00:00:00Z,market,signal,main_baseline_candidate,medium,medium,7,3,5,signal_pattern:market:1 | hint:market | high_value_entities:playstation | game_context | low_information_excerpt | boundary_patterns:2 | concrete_numbers | short_excerpt | truncated_article,https://www.eurogamer.net/marathon-may-have-sold-roughly-12m-copies-worldwide-with-the-majority-on-steam-rather-than-playstation-according-to-analyst-estimates,"Marathon may have surpassed 1.2m sales worldwide according to analyst estimations. Of that number, the majority appear to be present on PC, rather than PlayStation. Read more"
incoming_20260325_014.json,incoming_20260325_014,"Pokémon Pokopia's second limited-time event adds Sableye in late April, but you can already cheat your way into it",Eurogamer,2026-03-25T00:00:00Z,market,noise,noise_suppression_candidate,medium,low,2,5,0,hint:market | game_context | noise_patterns:1 | low_information_excerpt | truncated_article,https://www.eurogamer.net/pokemon-pokopia-second-limited-time-event-adds-sableye,"Pokémon Pokopia continues to be one of the most talked-about games of early 2026, and with the ' More Spores for Hoppip ' event adding three new creatures to Game Freak and Omega Force's life sim title right after launc…"
incoming_20260325_015.json,incoming_20260325_015,"Pretend you own an undelayed Steam Machine with this fine Steam Deck dock, now 33% off in the Amazon Spring Sale",Rock Paper Shotgun,2026-03-25T00:00:00Z,market,signal,main_baseline_candidate,low,high,4,3,0,signal_pattern:regulatory:1 | hint:market | game_context | low_information_excerpt | truncated_article,https://www.rockpapershotgun.com/pretend-you-own-an-undelayed-steam-machine-with-this-fine-steam-deck-dock-now-33-off-in-the-amazon-spring-sale,"The new Steam Machine remains an almost tragically distant prospect , despite Valve’s attempts at reassurance . But y’ know what the next best thing is? Not caring about hardware release dates, obviously. The second nex…"
incoming_20260325_016.json,incoming_20260325_016,The Best Deals On Razer Gaming Accessories In Amazon's Spring Sale,GameSpot,2026-03-25T00:00:00Z,market,signal,main_baseline_candidate,medium,medium,4,2,0,signal_pattern:market:1 | hint:market | game_context | noise_patterns:1,https://www.gamespot.com/articles/amazon-spring-sale-razer-deals/1100-6538993/?ftag=CAD-01-10abi2f,"Just about everything related to PC and console gaming seems to be increasing in price lately, but fortunately, these Amazon Spring Sale deals on Razer products are a welcome exception to that rule. Razer has establishe…"
incoming_20260325_017.json,incoming_20260325_017,引爆全网跨界博弈，《王者万象棋》终极测试交出满意答卷,ChuApp,2026-03-25T00:00:00Z,market,noise,noise_suppression_candidate,low,high,1,2,0,hint:market | missing_game_context,http://www.chuapp.com/article/291268.html,3月24日，《王者万象棋》终极测试正式拉开帷幕，伴随开服的火爆人气，桃黑黑和阿水的“水蜜桃组合”连麦直播又为游戏圈贡献了大批名场面。 这场早早将悬念拉满的“争C大战”看点十足：从桃黑黑自带BGM沉浸式cos弈星出场，到阿水身穿夸张肌肉衣爆梗不断，再到赛后的颁奖环节，全程高密度的抽象直播桥段，吸引了大量玩家围观，直播间居高不下的人气与满屏互动的弹幕，正是《王者万象棋》终测首日火爆盛况的最佳缩影。 《王者万象棋》终极测试开服 ■ 沉淀打磨…
incoming_20260325_018.json,incoming_20260325_018,极境见真魄，《符文战场》S2全国公开赛后日谈,ChuApp,2026-03-25T00:00:00Z,market,noise,noise_suppression_candidate,low,high,1,2,0,hint:market | missing_game_context,http://www.chuapp.com/article/291263.html,当我离开比赛场馆时，已经是晚上十一点多，三三两两的观众离开场馆时依旧讨论着刚刚结束的比赛，以及最后的发布会，似乎从他们的话语中我并未听到太多的疲惫，甚至依然有些兴奋。 这和我一天上午抵达场馆时的体验区别并不大。 3月21日上午，我作为受邀编辑前往参加位于深圳会展中心举办的《符文战场：英雄联盟对战卡牌》（以下简称《符文战场》）第二赛季全国公开赛，刚一进入场馆，我便感受到了场馆内早已在空气中弥漫的温热人气，赛事活动的场地并不算大，可前来参…
incoming_20260325_019.json,incoming_20260325_019,Epic Games layoffs serve as a timely reminder that accountability is dead,Game Developer,2026-03-25T00:00:00Z,team,signal,main_baseline_candidate,high,low,7,2,0,signal_pattern:team:1 | hint:team | high_value_entities:epic | game_context | very_short_excerpt | structural_change_keywords,https://www.gamedeveloper.com/business/epic-games-layoffs-should-remind-you-that-accountability-is-dead,What happened to Harmonix and Mediatonic under Epic Games? Good question.
incoming_20260325_020.json,incoming_20260325_020,"Fortnite developers say there will be a huge impact on development ""for the rest of the year and likely beyond"" following mass layoffs",Eurogamer,2026-03-25T00:00:00Z,team,signal,main_baseline_candidate,medium,medium,7,5,0,signal_pattern:team:1 | hint:team | high_value_entities:epic | game_context | noise_patterns:1 | low_information_excerpt | truncated_article | structural_change_keywords,https://www.eurogamer.net/fortnite-producer-comments-on-mass-layoffs-march-2026,"Fortnite is one of the biggest games in the world, so it isn't overly surprising to see Epic Games make adjustments to how the title is run as the game nears its tenth birthday. Maintaining a massive multiplatform opera…"
incoming_20260325_021.json,incoming_20260325_021,Fortnite producer asks for patience as developers 'pick up the pieces' after massive layoffs: 'We cannot even fully understand what kind of impacts this will have on the game for the rest of the year and likely beyond',PC Gamer,2026-03-25T00:00:00Z,team,signal,main_baseline_candidate,high,low,11,0,1,signal_pattern:team:2 | signal_pattern:market:1 | hint:team | high_value_entities:epic | game_context | short_excerpt | structural_change_keywords,https://www.pcgamer.com/games/battle-royale/fortnite-producer-asks-for-patience-as-developers-pick-up-the-pieces-after-massive-layoffs-we-cannot-even-fully-understand-what-kind-of-impacts-this-will-have-on-the-game-for-the-rest-of-the-year-and-likely-beyond/,"Epic laid off more than 1,000 employees yesterday as CEO Tim Sweeney says the company is still spending more than it's making."
incoming_20260325_022.json,incoming_20260325_022,"Fortnite producer says Epic's mass layoffs will impact the game in ways the remaining teams ""cannot even fully understand""",Rock Paper Shotgun,2026-03-25T00:00:00Z,team,signal,main_baseline_candidate,high,low,9,3,0,signal_pattern:team:2 | hint:team | high_value_entities:epic | game_context | low_information_excerpt | truncated_article | structural_change_keywords,https://www.rockpapershotgun.com/fortnite-producer-epic-layoffs-impact-cannot-be-understood,"Following Epic Games' mass layoffs , a Fortnite producer has said that the devs left behind ""cannot even fully understand"" the sort of impact the job cuts will have on the game during this year and into the future. Read…"
incoming_20260325_023.json,incoming_20260325_023,Fortnite Rocket Racing and more are being sunsetted amidst layoffs,Game Developer,2026-03-25T00:00:00Z,team,signal,main_baseline_candidate,high,low,6,0,1,signal_pattern:team:1 | hint:team | game_context | short_excerpt | structural_change_keywords,https://www.gamedeveloper.com/business/fortnite-rocket-racing-and-more-are-being-sunsetted-amidst-layoffs,"Plus, Horizon Chase and Horizon Chase Turbo will no longer be available to download starting in June."
incoming_20260325_024.json,incoming_20260325_024,Hideo Kojima's Focus For Death Stranding 2 Was Ensuring Fans Enjoyed It 'All the Way to the End',IGN Game News,2026-03-25T00:00:00Z,team,signal,main_baseline_candidate,medium,medium,4,0,1,signal_pattern:market:1 | hint:team | game_context | short_excerpt,https://www.ign.com/articles/hideo-kojimas-focus-for-death-stranding-2-was-ensuring-fans-enjoyed-it-all-the-way-to-the-end,"Hideo Kojima stressed to his team that he wanted to ensure that players jumping into Death Stranding 2: On the Beach would have a great time ""all the way to the end."""
incoming_20260325_025.json,incoming_20260325_025,"Peter Molyneux's Fable and Black & White mash-up Masters of Albion is getting a closed beta, but you'll have to be quick if you want to get involved",Eurogamer,2026-03-25T00:00:00Z,team,noise,noise_suppression_candidate,medium,low,4,6,1,signal_pattern:team:1 | hint:team | game_context | low_information_excerpt | truncated_article | announcement_style | shallow_announcement_penalty,https://www.eurogamer.net/peter-molyneuxs-fable-and-black-white-mash-up-masters-of-albion-is-getting-a-closed-beta,"Peter Molyneux's latest - and supposedly final - game, Masters of Albion, is poised to enter Steam early access on 22nd April. First, though, developer 22Cans has announced a closed beta test - but you'll need to be qui…"
incoming_20260325_026.json,incoming_20260325_026,Sony shuts down Dark Outlaw Games and downsizes mobile games development as PlayStation continues to rethink plans,Eurogamer,2026-03-25T00:00:00Z,team,signal,main_baseline_candidate,high,low,10,6,1,"signal_pattern:team:1 | signal_pattern:market:1 | hint:team | high_value_entities:sony,playstation | game_context | low_information_excerpt | truncated_article | announcement_style | shallow_announcement_penalty | structural_change_keywords",https://www.eurogamer.net/sony-closes-dark-outlaw-games-and-downsizes-mobile-gaming-efforts,"2026 has been off to an awful start when it comes to the health of the games industry, despite consumer spending holding up in the face of increasingly global pressure. Sony and PlayStation haven't escaped the layoff-re…"
incoming_20260325_027.json,incoming_20260325_027,Sony shutters internal studio Dark Outlaw Games,Game Developer,2026-03-25T00:00:00Z,team,signal,main_baseline_candidate,medium,medium,4,2,0,"hint:team | high_value_entities:sony,playstation | game_context | very_short_excerpt",https://www.gamedeveloper.com/business/playstation-shutters-internal-studio-dark-outlaw-games,The PlayStation studio was established by Call of Duty veteran Jason Blundell in 2024.
incoming_20260325_028.json,incoming_20260325_028,"Splitgate studio 1047 Games is working on something new: 'If you're a fan of games like Titanfall or Black Ops 3, we would love to hear from you'",PC Gamer,2026-03-25T00:00:00Z,team,boundary,boundary_observation_candidate,low,high,2,2,2,hint:team | game_context | boundary_patterns:1 | very_short_excerpt | promoted_to_boundary_due_to_close_scores,https://www.pcgamer.com/games/fps/splitgate-studio-1047-games-is-working-on-something-new-if-youre-a-fan-of-games-like-titanfall-or-black-ops-3-we-would-love-to-hear-from-you/,CEO Ian Proulx says the studio hopes to begin playtesting soon.
incoming_20260325_029.json,incoming_20260325_029,更懂独立开发者的发行商，怎样成功发行游戏？,ChuApp,2026-03-25T00:00:00Z,team,noise,noise_suppression_candidate,low,high,1,2,0,hint:team | missing_game_context,http://www.chuapp.com/article/291265.html,如果一款独立游戏获得巨大的商业成功，研发工作室的命运往往会随之改变：他们可以将游戏产生的收入用来支付员工工资和奖金，扩大团队规模，或者存起来以备不时之需。然而，几家颇有名气的独立工作室还在发行领域布局，试图为更多同行提供帮助。 近年来，Innersloth、Pocketpair、Bigmode和Kinetic Games等独立工作室纷纷利用自家游戏的盈利能力开展发行业务。与传统发行商不同，这一批新型发行商更重视创新和开发团队的可持续发…
incoming_20260325_030.json,incoming_20260325_030,'What're You Buying?' The Resident Evil 4 Remake Merchant Is Now 3 Trillion in Debt After 3 Years,IGN Game News,2026-03-25T00:00:00Z,technical,boundary,boundary_observation_candidate,low,high,5,6,0,signal_pattern:market:1 | hint:technical | high_value_entities:capcom | game_context | noise_patterns:3 | promoted_to_boundary_due_to_signal_evidence,https://www.ign.com/articles/whatre-you-buying-the-resident-evil-4-remake-merchant-is-now-3-trillion-in-debt-after-3-years,"Capcom's brilliant Resident Evil 4 Remake is celebrating its third anniversary, but there's one person who won't be celebrating: the game's infamous merchant, who players have left more than 3 trillion in debt."
incoming_20260325_031.json,incoming_20260325_031,"2026 is shaping up to be a golden year for gaming mice, as Razer's battery-boosting FrameSync adds more goodies to the pot",PC Gamer,2026-03-25T00:00:00Z,technical,boundary,boundary_observation_candidate,low,high,2,2,0,hint:technical | game_context | very_short_excerpt | promoted_to_boundary_due_to_noise_tension,https://www.pcgamer.com/hardware/gaming-mice/2026-is-shaping-up-to-be-a-golden-year-for-gaming-mice-as-razers-battery-boosting-framesync-adds-more-goodies-to-the-pot/,I want to see all future gaming mice with this tech.
incoming_20260325_032.json,incoming_20260325_032,37 Things You Didn't Know In Crimson Desert,GameSpot,2026-03-25T00:00:00Z,technical,signal,main_baseline_candidate,medium,medium,2,0,0,hint:technical | game_context,https://www.gamespot.com/videos/37-things-you-didnt-know-in-crimson-desert/2300-6466788/,"We cover 37 simple and complex tips, tricks, and facts in Crimson Desert that aren’t quite as well known. The recently released Crimson Desert has a massive world with endless possibilities, and we're only starting to s…"
incoming_20260325_033.json,incoming_20260325_033,"After Tekken 8 Season 3 led to a Mostly Negative rating on Steam, Bandai Namco is working on an ""emergency patch"" to win fans back",Eurogamer,2026-03-25T00:00:00Z,technical,noise,noise_suppression_candidate,high,low,4,8,3,signal_pattern:market:1 | hint:technical | game_context | noise_patterns:1 | low_information_excerpt | boundary_patterns:1 | truncated_article | announcement_style | shallow_announcement_penalty,https://www.eurogamer.net/after-tekken-8-season-3-led-to-a-mostly-negative-rating-on-steam-bandai-namco-is-working-on-an-emergency-patch-to-win-fans-back,"Tekken 8 's Season 3 update has proven such a fumble that the game now has a Mostly Negative rating on Steam, and multiple professional players have left the game behind. In response to this harsh criticism, Bandai Namc…"
incoming_20260325_034.json,incoming_20260325_034,Amazon’s Has a Bunch of New Magic: The Gathering Deals as Part of Its Spring Sale,IGN Game News,2026-03-25T00:00:00Z,technical,signal,main_baseline_candidate,medium,medium,4,2,1,signal_pattern:market:1 | hint:technical | game_context | noise_patterns:1 | short_excerpt,https://www.ign.com/articles/amazons-has-a-bunch-of-new-magic-the-gathering-deals-as-part-of-its-spring-sale,"From Commander decks to booster boxes, here are the best deals in Magic during Amazon's sales event."
incoming_20260325_035.json,incoming_20260325_035,"Bungie is shifting Marathon's endgame content around, so you won't have to pick between ranked or Cryo Archive this weekend",Eurogamer,2026-03-25T00:00:00Z,technical,noise,noise_suppression_candidate,medium,low,1,5,2,hint:technical | missing_game_context | low_information_excerpt | boundary_patterns:1 | truncated_article,https://www.eurogamer.net/bungie-is-shifting-marathons-endgame-content-around-so-you-wont-have-to-pick-between-ranked-or-cryo-archive-this-weekend,"If you found your schedule didn't quite fit with Marathon over the weekend, forcing you to choose between the Cryo Archive map and ranked queue , you may be a big fan of the latest change coming in from the developers a…"
incoming_20260325_036.json,incoming_20260325_036,"Coexist with a capricious, rusty moon in Amberspire, the new isometric city-builder from the creator of The Banished Vault",Rock Paper Shotgun,2026-03-25T00:00:00Z,technical,signal,main_baseline_candidate,medium,medium,2,0,0,hint:technical | game_context,https://www.rockpapershotgun.com/coexist-with-a-capricious-rusty-moon-in-amberspire-the-new-isometric-city-builder-from-the-creator-of-the-banished-vault,"I am shocked to discover that this is the first time we've written about Amberspire , the new sci-fi city builder from Nic Tringali, developer of starfaring monastic strategy game The Banished Vault . Shocked, I tell yo…"
incoming_20260325_037.json,incoming_20260325_037,Combo Devils Is My Favorite New Fighting Game You Probably Haven’t Heard Of Yet,IGN Game News,2026-03-25T00:00:00Z,technical,boundary,boundary_observation_candidate,low,high,2,2,0,hint:technical | game_context | noise_patterns:1 | promoted_to_boundary_due_to_noise_tension,https://www.ign.com/articles/combo-devils-is-my-favorite-new-fighting-game-you-probably-havent-heard-of-yet,"Even in this early state, Combo Devils is showing a ton of promise as a fusion of a traditional 2D fighter with a Smash Bros.-like platform fighter. Here's our full hands on preview of Combo Devils."
